Year,Month,State,Homicides
2010,6,District of Columbia,11
2010,7,District of Columbia,10
2010,8,District of Columbia,10
2010,9,District of Columbia,8
2010,10,District of Columbia,9
2010,11,District of Columbia,14
2010,12,District of Columbia,6
2011,1,District of Columbia,7
2011,2,District of Columbia,7
2011,3,District of Columbia,10
2011,4,District of Columbia,11
2011,5,District of Columbia,10
2011,6,District of Columbia,8
2011,7,District of Columbia,7
2011,8,District of Columbia,13
2011,9,District of Columbia,8
2011,10,District of Columbia,11
2011,11,District of Columbia,8
2011,12,District of Columbia,7
2012,1,District of Columbia,6
2012,2,District of Columbia,4
2012,3,District of Columbia,5
2012,4,District of Columbia,9
2012,5,District of Columbia,5
2012,6,District of Columbia,9
2012,7,District of Columbia,9
2012,8,District of Columbia,11
2012,9,District of Columbia,5
2012,10,District of Columbia,4
2012,11,District of Columbia,3
2012,12,District of Columbia,8
2013,1,District of Columbia,4
2013,2,District of Columbia,6
2013,3,District of Columbia,5
2013,4,District of Columbia,4
2013,5,District of Columbia,6
2013,6,District of Columbia,11
2013,7,District of Columbia,13
2013,8,District of Columbia,6
2013,9,District of Columbia,11
2013,10,District of Columbia,3
2013,11,District of Columbia,9
2013,12,District of Columbia,10
2014,1,District of Columbia,13
2014,2,District of Columbia,7
2014,3,District of Columbia,10
2014,4,District of Columbia,5
2014,5,District of Columbia,8
2014,6,District of Columbia,12
2014,7,District of Columbia,7
2014,8,District of Columbia,4
2014,9,District of Columbia,10
2014,10,District of Columbia,6
2014,11,District of Columbia,6
2014,12,District of Columbia,7
2015,1,District of Columbia,8
2015,2,District of Columbia,6
2015,3,District of Columbia,9
2015,4,District of Columbia,7
2015,5,District of Columbia,13
2015,6,District of Columbia,10
2015,7,District of Columbia,13
2015,8,District of Columbia,16
2015,9,District of Columbia,12
2015,10,District of Columbia,13
2015,11,District of Columbia,19
2015,12,District of Columbia,9
2016,1,District of Columbia,6
2016,2,District of Columbia,9
2016,3,District of Columbia,10
2016,4,District of Columbia,9
2016,5,District of Columbia,13
2016,6,District of Columbia,10
2016,7,District of Columbia,10
2016,8,District of Columbia,13
2016,9,District of Columbia,15
2016,10,District of Columbia,9
2016,11,District of Columbia,10
2016,12,District of Columbia,11
2017,1,District of Columbia,6
2017,2,District of Columbia,6
2017,3,District of Columbia,14
2017,4,District of Columbia,8
2017,5,District of Columbia,9
2017,6,District of Columbia,8
2017,7,District of Columbia,17
2017,8,District of Columbia,11
2017,9,District of Columbia,11
2017,10,District of Columbia,10
2017,11,District of Columbia,7
2017,12,District of Columbia,9
2018,1,District of Columbia,11
2018,2,District of Columbia,5
2018,3,District of Columbia,13
2018,4,District of Columbia,12
2018,5,District of Columbia,17
2018,6,District of Columbia,12
2018,7,District of Columbia,16
2018,8,District of Columbia,3
2018,9,District of Columbia,16
2018,10,District of Columbia,15
2018,11,District of Columbia,8
2018,12,District of Columbia,13
2019,1,District of Columbia,16
2019,2,District of Columbia,9
2019,3,District of Columbia,14
2019,4,District of Columbia,14
2019,5,District of Columbia,14
2019,6,District of Columbia,13
2019,7,District of Columbia,19
2019,8,District of Columbia,13
2019,9,District of Columbia,13
2019,10,District of Columbia,16
2019,11,District of Columbia,13
2019,12,District of Columbia,7
2020,1,District of Columbia,12
2020,2,District of Columbia,12
2020,3,District of Columbia,15
2020,4,District of Columbia,11
2020,5,District of Columbia,18
2020,6,District of Columbia,16
2020,7,District of Columbia,23
2020,8,District of Columbia,12
2020,9,District of Columbia,13
2020,10,District of Columbia,17
2020,11,District of Columbia,23
2020,12,District of Columbia,13
1999,1,Florida,75
1999,2,Florida,78
1999,3,Florida,81
1999,4,Florida,66
1999,5,Florida,84
1999,6,Florida,81
1999,7,Florida,95
1999,8,Florida,58
1999,9,Florida,77
1999,10,Florida,92
1999,11,Florida,69
1999,12,Florida,99
2000,1,Florida,89
2000,2,Florida,73
2000,3,Florida,69
2000,4,Florida,75
2000,5,Florida,91
2000,6,Florida,68
2000,7,Florida,82
2000,8,Florida,79
2000,9,Florida,67
2000,10,Florida,74
2000,11,Florida,71
2000,12,Florida,82
2001,1,Florida,87
2001,2,Florida,70
2001,3,Florida,73
2001,4,Florida,76
2001,5,Florida,80
2001,6,Florida,76
2001,7,Florida,78
2001,8,Florida,69
2001,9,Florida,81
2001,10,Florida,95
2001,11,Florida,71
2001,12,Florida,95
2002,1,Florida,79
2002,2,Florida,71
2002,3,Florida,74
2002,4,Florida,81
2002,5,Florida,96
2002,6,Florida,74
2002,7,Florida,90
2002,8,Florida,84
2002,9,Florida,98
2002,10,Florida,85
2002,11,Florida,85
2002,12,Florida,77
2003,1,Florida,83
2003,2,Florida,72
2003,3,Florida,86
2003,4,Florida,85
2003,5,Florida,84
2003,6,Florida,89
2003,7,Florida,83
2003,8,Florida,101
2003,9,Florida,82
2003,10,Florida,91
2003,11,Florida,73
2003,12,Florida,65
2004,1,Florida,80
2004,2,Florida,80
2004,3,Florida,72
2004,4,Florida,83
2004,5,Florida,84
2004,6,Florida,94
2004,7,Florida,107
2004,8,Florida,94
2004,9,Florida,87
2004,10,Florida,87
2004,11,Florida,77
2004,12,Florida,73
2005,1,Florida,78
2005,2,Florida,56
2005,3,Florida,78
2005,4,Florida,74
2005,5,Florida,81
2005,6,Florida,93
2005,7,Florida,102
2005,8,Florida,82
2005,9,Florida,67
2005,10,Florida,90
2005,11,Florida,90
2005,12,Florida,92
2006,1,Florida,101
2006,2,Florida,97
2006,3,Florida,73
2006,4,Florida,94
2006,5,Florida,116
2006,6,Florida,89
2006,7,Florida,106
2006,8,Florida,107
2006,9,Florida,95
2006,10,Florida,114
2006,11,Florida,91
2006,12,Florida,116
2007,1,Florida,124
2007,2,Florida,75
2007,3,Florida,109
2007,4,Florida,110
2007,5,Florida,115
2007,6,Florida,110
2007,7,Florida,143
2007,8,Florida,101
2007,9,Florida,106
2007,10,Florida,91
2007,11,Florida,107
2007,12,Florida,110
2008,1,Florida,94
2008,2,Florida,117
2008,3,Florida,98
2008,4,Florida,105
2008,5,Florida,125
2008,6,Florida,106
2008,7,Florida,117
2008,8,Florida,92
2008,9,Florida,106
2008,10,Florida,111
2008,11,Florida,96
2008,12,Florida,112
2009,1,Florida,90
2009,2,Florida,74
2009,3,Florida,105
2009,4,Florida,89
2009,5,Florida,87
2009,6,Florida,93
2009,7,Florida,101
2009,8,Florida,106
2009,9,Florida,96
2009,10,Florida,88
2009,11,Florida,108
2009,12,Florida,81
2010,1,Florida,89
2010,2,Florida,70
2010,3,Florida,83
2010,4,Florida,111
2010,5,Florida,102
2010,6,Florida,91
2010,7,Florida,80
2010,8,Florida,93
2010,9,Florida,104
2010,10,Florida,95
2010,11,Florida,92
2010,12,Florida,83
2011,1,Florida,112
2011,2,Florida,71
2011,3,Florida,86
2011,4,Florida,91
2011,5,Florida,111
2011,6,Florida,99
2011,7,Florida,95
2011,8,Florida,93
2011,9,Florida,97
2011,10,Florida,79
2011,11,Florida,89
2011,12,Florida,96
2012,1,Florida,101
2012,2,Florida,84
2012,3,Florida,109
2012,4,Florida,87
2012,5,Florida,96
2012,6,Florida,106
2012,7,Florida,112
2012,8,Florida,92
2012,9,Florida,98
2012,10,Florida,95
2012,11,Florida,90
2012,12,Florida,112
2013,1,Florida,94
2013,2,Florida,74
2013,3,Florida,84
2013,4,Florida,101
2013,5,Florida,68
2013,6,Florida,96
2013,7,Florida,112
2013,8,Florida,111
2013,9,Florida,75
2013,10,Florida,104
2013,11,Florida,104
2013,12,Florida,99
2014,1,Florida,95
2014,2,Florida,71
2014,3,Florida,110
2014,4,Florida,96
2014,5,Florida,103
2014,6,Florida,112
2014,7,Florida,83
2014,8,Florida,85
2014,9,Florida,84
2014,10,Florida,115
2014,11,Florida,92
2014,12,Florida,94
2015,1,Florida,109
2015,2,Florida,75
2015,3,Florida,91
2015,4,Florida,72
2015,5,Florida,100
2015,6,Florida,107
2015,7,Florida,105
2015,8,Florida,115
2015,9,Florida,98
2015,10,Florida,86
2015,11,Florida,122
2015,12,Florida,100
2016,1,Florida,113
2016,2,Florida,90
2016,3,Florida,99
2016,4,Florida,103
2016,5,Florida,116
2016,6,Florida,127
2016,7,Florida,112
2016,8,Florida,103
2016,9,Florida,102
2016,10,Florida,103
2016,11,Florida,108
2016,12,Florida,99
2017,1,Florida,116
2017,2,Florida,88
2017,3,Florida,102
2017,4,Florida,119
2017,5,Florida,97
2017,6,Florida,105
2017,7,Florida,120
2017,8,Florida,88
2017,9,Florida,99
2017,10,Florida,106
2017,11,Florida,95
2017,12,Florida,113
2018,1,Florida,120
2018,2,Florida,113
2018,3,Florida,101
2018,4,Florida,119
2018,5,Florida,82
2018,6,Florida,105
2018,7,Florida,118
2018,8,Florida,84
2018,9,Florida,106
2018,10,Florida,108
2018,11,Florida,107
2018,12,Florida,134
2019,1,Florida,106
2019,2,Florida,98
2019,3,Florida,100
2019,4,Florida,87
2019,5,Florida,115
2019,6,Florida,106
2019,7,Florida,119
2019,8,Florida,105
2019,9,Florida,95
2019,10,Florida,123
2019,11,Florida,131
2019,12,Florida,126
2020,1,Florida,106
2020,2,Florida,102
2020,3,Florida,134
2020,4,Florida,116
2020,5,Florida,114
2020,6,Florida,131
2020,7,Florida,137
2020,8,Florida,121
2020,9,Florida,127
2020,10,Florida,148
2020,11,Florida,143
2020,12,Florida,140
1999,1,Georgia,50
1999,2,Georgia,44
1999,3,Georgia,51
1999,4,Georgia,59
1999,5,Georgia,63
1999,6,Georgia,55
1999,7,Georgia,72
1999,8,Georgia,51
1999,9,Georgia,53
1999,10,Georgia,42
1999,11,Georgia,51
1999,12,Georgia,38
2000,1,Georgia,60
2000,2,Georgia,34
2000,3,Georgia,62
2000,4,Georgia,43
2000,5,Georgia,73
2000,6,Georgia,63
2000,7,Georgia,53
2000,8,Georgia,63
2000,9,Georgia,46
2000,10,Georgia,45
2000,11,Georgia,52
2000,12,Georgia,59
2001,1,Georgia,66
2001,2,Georgia,38
2001,3,Georgia,53
2001,4,Georgia,66
2001,5,Georgia,61
2001,6,Georgia,53
2001,7,Georgia,50
2001,8,Georgia,58
2001,9,Georgia,51
2001,10,Georgia,55
2001,11,Georgia,50
2001,12,Georgia,64
2002,1,Georgia,38
2002,2,Georgia,32
2002,3,Georgia,42
2002,4,Georgia,54
2002,5,Georgia,46
2002,6,Georgia,58
2002,7,Georgia,56
2002,8,Georgia,77
2002,9,Georgia,72
2002,10,Georgia,61
2002,11,Georgia,60
2002,12,Georgia,60
2003,1,Georgia,63
2003,2,Georgia,43
2003,3,Georgia,51
2003,4,Georgia,52
2003,5,Georgia,70
2003,6,Georgia,60
2003,7,Georgia,50
2003,8,Georgia,86
2003,9,Georgia,48
2003,10,Georgia,67
2003,11,Georgia,50
2003,12,Georgia,66
2004,1,Georgia,48
2004,2,Georgia,56
2004,3,Georgia,52
2004,4,Georgia,60
2004,5,Georgia,47
2004,6,Georgia,49
2004,7,Georgia,63
2004,8,Georgia,64
2004,9,Georgia,55
2004,10,Georgia,52
2004,11,Georgia,50
2004,12,Georgia,51
2005,1,Georgia,41
2005,2,Georgia,48
2005,3,Georgia,57
2005,4,Georgia,42
2005,5,Georgia,46
2005,6,Georgia,53
2005,7,Georgia,57
2005,8,Georgia,65
2005,9,Georgia,60
2005,10,Georgia,65
2005,11,Georgia,52
2005,12,Georgia,52
2006,1,Georgia,66
2006,2,Georgia,41
2006,3,Georgia,47
2006,4,Georgia,38
2006,5,Georgia,54
2006,6,Georgia,49
2006,7,Georgia,70
2006,8,Georgia,57
2006,9,Georgia,74
2006,10,Georgia,59
2006,11,Georgia,55
2006,12,Georgia,67
2007,1,Georgia,49
2007,2,Georgia,43
2007,3,Georgia,51
2007,4,Georgia,70
2007,5,Georgia,56
2007,6,Georgia,82
2007,7,Georgia,71
2007,8,Georgia,86
2007,9,Georgia,74
2007,10,Georgia,61
2007,11,Georgia,65
2007,12,Georgia,58
2008,1,Georgia,58
2008,2,Georgia,40
2008,3,Georgia,66
2008,4,Georgia,50
2008,5,Georgia,57
2008,6,Georgia,54
2008,7,Georgia,64
2008,8,Georgia,69
2008,9,Georgia,64
2008,10,Georgia,53
2008,11,Georgia,59
2008,12,Georgia,74
2009,1,Georgia,63
2009,2,Georgia,36
2009,3,Georgia,38
2009,4,Georgia,53
2009,5,Georgia,54
2009,6,Georgia,54
2009,7,Georgia,72
2009,8,Georgia,70
2009,9,Georgia,37
2009,10,Georgia,55
2009,11,Georgia,45
2009,12,Georgia,52
2010,1,Georgia,50
2010,2,Georgia,37
2010,3,Georgia,45
2010,4,Georgia,51
2010,5,Georgia,57
2010,6,Georgia,51
2010,7,Georgia,60
2010,8,Georgia,59
2010,9,Georgia,53
2010,10,Georgia,68
2010,11,Georgia,53
2010,12,Georgia,49
2011,1,Georgia,53
2011,2,Georgia,38
2011,3,Georgia,54
2011,4,Georgia,40
2011,5,Georgia,52
2011,6,Georgia,71
2011,7,Georgia,61
2011,8,Georgia,50
2011,9,Georgia,59
2011,10,Georgia,50
2011,11,Georgia,42
2011,12,Georgia,43
2012,1,Georgia,53
2012,2,Georgia,49
2012,3,Georgia,62
2012,4,Georgia,56
2012,5,Georgia,37
2012,6,Georgia,50
2012,7,Georgia,51
2012,8,Georgia,61
2012,9,Georgia,58
2012,10,Georgia,64
2012,11,Georgia,57
2012,12,Georgia,56
2013,1,Georgia,63
2013,2,Georgia,39
2013,3,Georgia,44
2013,4,Georgia,48
2013,5,Georgia,46
2013,6,Georgia,59
2013,7,Georgia,63
2013,8,Georgia,35
2013,9,Georgia,50
2013,10,Georgia,56
2013,11,Georgia,64
2013,12,Georgia,61
2014,1,Georgia,40
2014,2,Georgia,36
2014,3,Georgia,57
2014,4,Georgia,50
2014,5,Georgia,68
2014,6,Georgia,55
2014,7,Georgia,41
2014,8,Georgia,68
2014,9,Georgia,62
2014,10,Georgia,58
2014,11,Georgia,58
2014,12,Georgia,57
2015,1,Georgia,60
2015,2,Georgia,54
2015,3,Georgia,53
2015,4,Georgia,55
2015,5,Georgia,59
2015,6,Georgia,61
2015,7,Georgia,72
2015,8,Georgia,62
2015,9,Georgia,59
2015,10,Georgia,65
2015,11,Georgia,65
2015,12,Georgia,62
2016,1,Georgia,65
2016,2,Georgia,54
2016,3,Georgia,62
2016,4,Georgia,62
2016,5,Georgia,65
2016,6,Georgia,73
2016,7,Georgia,89
2016,8,Georgia,74
2016,9,Georgia,56
2016,10,Georgia,59
2016,11,Georgia,67
2016,12,Georgia,74
2017,1,Georgia,64
2017,2,Georgia,51
2017,3,Georgia,61
2017,4,Georgia,66
2017,5,Georgia,71
2017,6,Georgia,78
2017,7,Georgia,62
2017,8,Georgia,70
2017,9,Georgia,64
2017,10,Georgia,90
2017,11,Georgia,61
2017,12,Georgia,71
2018,1,Georgia,69
2018,2,Georgia,62
2018,3,Georgia,61
2018,4,Georgia,64
2018,5,Georgia,69
2018,6,Georgia,64
2018,7,Georgia,68
2018,8,Georgia,68
2018,9,Georgia,44
2018,10,Georgia,65
2018,11,Georgia,66
2018,12,Georgia,91
2019,1,Georgia,81
2019,2,Georgia,51
2019,3,Georgia,70
2019,4,Georgia,78
2019,5,Georgia,67
2019,6,Georgia,71
2019,7,Georgia,91
2019,8,Georgia,58
2019,9,Georgia,71
2019,10,Georgia,68
2019,11,Georgia,75
2019,12,Georgia,65
2020,1,Georgia,75
2020,2,Georgia,68
2020,3,Georgia,77
2020,4,Georgia,65
2020,5,Georgia,89
2020,6,Georgia,94
2020,7,Georgia,104
2020,8,Georgia,103
2020,9,Georgia,88
2020,10,Georgia,95
2020,11,Georgia,130
2020,12,Georgia,98
1999,1,Hawaii,1
1999,2,Hawaii,2
1999,3,Hawaii,1
1999,4,Hawaii,1
1999,5,Hawaii,4
1999,6,Hawaii,0
1999,7,Hawaii,3
1999,8,Hawaii,8
1999,9,Hawaii,5
1999,10,Hawaii,2
1999,11,Hawaii,9
1999,12,Hawaii,2
2000,1,Hawaii,2
2000,2,Hawaii,3
2000,3,Hawaii,3
2000,4,Hawaii,5
2000,5,Hawaii,3
2000,6,Hawaii,2
2000,7,Hawaii,1
2000,8,Hawaii,6
2000,9,Hawaii,3
2000,10,Hawaii,3
2000,11,Hawaii,0
2000,12,Hawaii,4
2001,1,Hawaii,3
2001,2,Hawaii,4
2001,3,Hawaii,2
2001,4,Hawaii,1
2001,5,Hawaii,3
2001,6,Hawaii,2
2001,7,Hawaii,4
2001,8,Hawaii,3
2001,9,Hawaii,3
2001,10,Hawaii,3
2001,11,Hawaii,2
2001,12,Hawaii,2
2002,1,Hawaii,3
2002,2,Hawaii,4
2002,3,Hawaii,1
2002,4,Hawaii,3
2002,5,Hawaii,4
2002,6,Hawaii,4
2002,7,Hawaii,3
2002,8,Hawaii,2
2002,9,Hawaii,1
2002,10,Hawaii,3
2002,11,Hawaii,5
2002,12,Hawaii,5
2003,1,Hawaii,1
2003,2,Hawaii,0
2003,3,Hawaii,3
2003,4,Hawaii,4
2003,5,Hawaii,0
2003,6,Hawaii,1
2003,7,Hawaii,1
2003,8,Hawaii,1
2003,9,Hawaii,2
2003,10,Hawaii,3
2003,11,Hawaii,3
2003,12,Hawaii,1
2004,1,Hawaii,4
2004,2,Hawaii,2
2004,3,Hawaii,3
2004,4,Hawaii,6
2004,5,Hawaii,2
2004,6,Hawaii,1
2004,7,Hawaii,0
2004,8,Hawaii,1
2004,9,Hawaii,2
2004,10,Hawaii,4
2004,11,Hawaii,3
2004,12,Hawaii,3
2005,1,Hawaii,2
2005,2,Hawaii,2
2005,3,Hawaii,1
2005,4,Hawaii,1
2005,5,Hawaii,5
2005,6,Hawaii,2
2005,7,Hawaii,4
2005,8,Hawaii,0
2005,9,Hawaii,0
2005,10,Hawaii,2
2005,11,Hawaii,4
2005,12,Hawaii,2
2006,1,Hawaii,2
2006,2,Hawaii,3
2006,3,Hawaii,2
2006,4,Hawaii,2
2006,5,Hawaii,1
2006,6,Hawaii,0
2006,7,Hawaii,7
2006,8,Hawaii,3
2006,9,Hawaii,0
2006,10,Hawaii,2
2006,11,Hawaii,4
2006,12,Hawaii,2
2007,1,Hawaii,1
2007,2,Hawaii,3
2007,3,Hawaii,3
2007,4,Hawaii,1
2007,5,Hawaii,3
2007,6,Hawaii,3
2007,7,Hawaii,1
2007,8,Hawaii,1
2007,9,Hawaii,1
2007,10,Hawaii,3
2007,11,Hawaii,1
2007,12,Hawaii,2
2008,1,Hawaii,3
2008,2,Hawaii,0
2008,3,Hawaii,1
2008,4,Hawaii,2
2008,5,Hawaii,2
2008,6,Hawaii,3
2008,7,Hawaii,3
2008,8,Hawaii,2
2008,9,Hawaii,3
2008,10,Hawaii,4
2008,11,Hawaii,2
2008,12,Hawaii,2
2009,1,Hawaii,3
2009,2,Hawaii,1
2009,3,Hawaii,3
2009,4,Hawaii,4
2009,5,Hawaii,3
2009,6,Hawaii,1
2009,7,Hawaii,1
2009,8,Hawaii,1
2009,9,Hawaii,2
2009,10,Hawaii,3
2009,11,Hawaii,1
2009,12,Hawaii,0
2010,1,Hawaii,4
2010,2,Hawaii,2
2010,3,Hawaii,3
2010,4,Hawaii,2
2010,5,Hawaii,2
2010,6,Hawaii,0
2010,7,Hawaii,2
2010,8,Hawaii,2
2010,9,Hawaii,2
2010,10,Hawaii,1
2010,11,Hawaii,2
2010,12,Hawaii,2
2011,1,Hawaii,3
2011,2,Hawaii,1
2011,3,Hawaii,0
2011,4,Hawaii,1
2011,5,Hawaii,2
2011,6,Hawaii,2
2011,7,Hawaii,0
2011,8,Hawaii,1
2011,9,Hawaii,1
2011,10,Hawaii,0
2011,11,Hawaii,1
2011,12,Hawaii,4
2012,1,Hawaii,4
2012,2,Hawaii,3
2012,3,Hawaii,1
2012,4,Hawaii,1
2012,5,Hawaii,1
2012,6,Hawaii,0
2012,7,Hawaii,3
2012,8,Hawaii,1
2012,9,Hawaii,2
2012,10,Hawaii,1
2012,11,Hawaii,2
2012,12,Hawaii,3
2013,1,Hawaii,4
2013,2,Hawaii,3
2013,3,Hawaii,4
2013,4,Hawaii,3
2013,5,Hawaii,6
2013,6,Hawaii,2
2013,7,Hawaii,2
2013,8,Hawaii,2
2013,9,Hawaii,1
2013,10,Hawaii,3
2013,11,Hawaii,1
2013,12,Hawaii,2
2014,1,Hawaii,4
2014,2,Hawaii,2
2014,3,Hawaii,3
2014,4,Hawaii,1
2014,5,Hawaii,2
2014,6,Hawaii,2
2014,7,Hawaii,6
2014,8,Hawaii,1
2014,9,Hawaii,1
2014,10,Hawaii,1
2014,11,Hawaii,2
2014,12,Hawaii,3
2015,1,Hawaii,3
2015,2,Hawaii,6
2015,3,Hawaii,1
2015,4,Hawaii,0
2015,5,Hawaii,3
2015,6,Hawaii,4
2015,7,Hawaii,2
2015,8,Hawaii,5
2015,9,Hawaii,1
2015,10,Hawaii,1
2015,11,Hawaii,4
2015,12,Hawaii,1
2016,1,Hawaii,4
2016,2,Hawaii,0
2016,3,Hawaii,4
2016,4,Hawaii,4
2016,5,Hawaii,6
2016,6,Hawaii,4
2016,7,Hawaii,5
2016,8,Hawaii,2
2016,9,Hawaii,1
2016,10,Hawaii,2
2016,11,Hawaii,3
2016,12,Hawaii,4
2017,1,Hawaii,4
2017,2,Hawaii,0
2017,3,Hawaii,3
2017,4,Hawaii,7
2017,5,Hawaii,1
2017,6,Hawaii,2
2017,7,Hawaii,0
2017,8,Hawaii,1
2017,9,Hawaii,3
2017,10,Hawaii,3
2017,11,Hawaii,3
2017,12,Hawaii,6
2018,1,Hawaii,1
2018,2,Hawaii,2
2018,3,Hawaii,2
2018,4,Hawaii,3
2018,5,Hawaii,4
2018,6,Hawaii,3
2018,7,Hawaii,3
2018,8,Hawaii,6
2018,9,Hawaii,3
2018,10,Hawaii,6
2018,11,Hawaii,5
2018,12,Hawaii,2
2019,1,Hawaii,1
2019,2,Hawaii,2
2019,3,Hawaii,4
2019,4,Hawaii,2
2019,5,Hawaii,1
2019,6,Hawaii,1
2019,7,Hawaii,2
2019,8,Hawaii,3
2019,9,Hawaii,4
2019,10,Hawaii,4
2019,11,Hawaii,4
2019,12,Hawaii,7
2020,1,Hawaii,8
2020,2,Hawaii,4
2020,3,Hawaii,3
2020,4,Hawaii,4
2020,5,Hawaii,3
2020,6,Hawaii,6
2020,7,Hawaii,3
2020,8,Hawaii,6
2020,9,Hawaii,1
2020,10,Hawaii,3
2020,11,Hawaii,1
2020,12,Hawaii,3
1999,1,Idaho,3
1999,2,Idaho,3
1999,3,Idaho,2
1999,4,Idaho,2
1999,5,Idaho,2
1999,6,Idaho,2
1999,7,Idaho,1
1999,8,Idaho,3
1999,9,Idaho,5
1999,10,Idaho,5
1999,11,Idaho,1
1999,12,Idaho,2
2000,1,Idaho,1
2000,2,Idaho,1
2000,3,Idaho,1
2000,4,Idaho,3
2000,5,Idaho,0
2000,6,Idaho,5
2000,7,Idaho,5
2000,8,Idaho,2
2000,9,Idaho,1
2000,10,Idaho,0
2000,11,Idaho,3
2000,12,Idaho,1
2001,1,Idaho,3
2001,2,Idaho,2
2001,3,Idaho,1
2001,4,Idaho,4
2001,5,Idaho,4
2001,6,Idaho,3
2001,7,Idaho,3
2001,8,Idaho,2
2001,9,Idaho,6
2001,10,Idaho,5
2001,11,Idaho,1
2001,12,Idaho,6
2002,1,Idaho,4
2002,2,Idaho,0
2002,3,Idaho,0
2002,4,Idaho,2
2002,5,Idaho,3
2002,6,Idaho,3
2002,7,Idaho,3
2002,8,Idaho,6
2002,9,Idaho,1
2002,10,Idaho,5
2002,11,Idaho,1
2002,12,Idaho,3
2003,1,Idaho,6
2003,2,Idaho,1
2003,3,Idaho,3
2003,4,Idaho,3
2003,5,Idaho,4
2003,6,Idaho,0
2003,7,Idaho,1
2003,8,Idaho,0
2003,9,Idaho,6
2003,10,Idaho,5
2003,11,Idaho,0
2003,12,Idaho,4
2004,1,Idaho,1
2004,2,Idaho,5
2004,3,Idaho,2
2004,4,Idaho,0
2004,5,Idaho,3
2004,6,Idaho,3
2004,7,Idaho,3
2004,8,Idaho,3
2004,9,Idaho,4
2004,10,Idaho,2
2004,11,Idaho,3
2004,12,Idaho,2
2005,1,Idaho,9
2005,2,Idaho,3
2005,3,Idaho,5
2005,4,Idaho,1
2005,5,Idaho,5
2005,6,Idaho,2
2005,7,Idaho,2
2005,8,Idaho,5
2005,9,Idaho,3
2005,10,Idaho,3
2005,11,Idaho,1
2005,12,Idaho,5
2006,1,Idaho,2
2006,2,Idaho,1
2006,3,Idaho,3
2006,4,Idaho,2
2006,5,Idaho,5
2006,6,Idaho,5
2006,7,Idaho,4
2006,8,Idaho,3
2006,9,Idaho,4
2006,10,Idaho,2
2006,11,Idaho,3
2006,12,Idaho,4
2007,1,Idaho,4
2007,2,Idaho,2
2007,3,Idaho,4
2007,4,Idaho,4
2007,5,Idaho,9
2007,6,Idaho,5
2007,7,Idaho,4
2007,8,Idaho,7
2007,9,Idaho,1
2007,10,Idaho,5
2007,11,Idaho,2
2007,12,Idaho,1
2008,1,Idaho,1
2008,2,Idaho,0
2008,3,Idaho,2
2008,4,Idaho,2
2008,5,Idaho,1
2008,6,Idaho,1
2008,7,Idaho,5
2008,8,Idaho,4
2008,9,Idaho,2
2008,10,Idaho,2
2008,11,Idaho,3
2008,12,Idaho,1
2009,1,Idaho,1
2009,2,Idaho,1
2009,3,Idaho,1
2009,4,Idaho,1
2009,5,Idaho,4
2009,6,Idaho,3
2009,7,Idaho,2
2009,8,Idaho,2
2009,9,Idaho,4
2009,10,Idaho,0
2009,11,Idaho,0
2009,12,Idaho,3
2010,1,Idaho,3
2010,2,Idaho,1
2010,3,Idaho,2
2010,4,Idaho,3
2010,5,Idaho,2
2010,6,Idaho,0
2010,7,Idaho,1
2010,8,Idaho,2
2010,9,Idaho,2
2010,10,Idaho,3
2010,11,Idaho,1
2010,12,Idaho,2
2011,1,Idaho,2
2011,2,Idaho,1
2011,3,Idaho,3
2011,4,Idaho,1
2011,5,Idaho,9
2011,6,Idaho,1
2011,7,Idaho,0
2011,8,Idaho,2
2011,9,Idaho,2
2011,10,Idaho,2
2011,11,Idaho,1
2011,12,Idaho,5
2012,1,Idaho,3
2012,2,Idaho,5
2012,3,Idaho,2
2012,4,Idaho,5
2012,5,Idaho,2
2012,6,Idaho,1
2012,7,Idaho,4
2012,8,Idaho,3
2012,9,Idaho,1
2012,10,Idaho,2
2012,11,Idaho,1
2012,12,Idaho,3
2013,1,Idaho,6
2013,2,Idaho,5
2013,3,Idaho,3
2013,4,Idaho,3
2013,5,Idaho,1
2013,6,Idaho,0
2013,7,Idaho,3
2013,8,Idaho,2
2013,9,Idaho,0
2013,10,Idaho,4
2013,11,Idaho,3
2013,12,Idaho,1
2014,1,Idaho,0
2014,2,Idaho,4
2014,3,Idaho,4
2014,4,Idaho,2
2014,5,Idaho,2
2014,6,Idaho,1
2014,7,Idaho,5
2014,8,Idaho,4
2014,9,Idaho,1
2014,10,Idaho,5
2014,11,Idaho,5
2014,12,Idaho,3
2015,1,Idaho,5
2015,2,Idaho,1
2015,3,Idaho,7
2015,4,Idaho,1
2015,5,Idaho,4
2015,6,Idaho,4
2015,7,Idaho,1
2015,8,Idaho,3
2015,9,Idaho,3
2015,10,Idaho,2
2015,11,Idaho,1
2015,12,Idaho,1
2016,1,Idaho,1
2016,2,Idaho,3
2016,3,Idaho,2
2016,4,Idaho,2
2016,5,Idaho,4
2016,6,Idaho,2
2016,7,Idaho,4
2016,8,Idaho,2
2016,9,Idaho,2
2016,10,Idaho,3
2016,11,Idaho,3
2016,12,Idaho,2
2017,1,Idaho,9
2017,2,Idaho,4
2017,3,Idaho,2
2017,4,Idaho,2
2017,5,Idaho,4
2017,6,Idaho,6
2017,7,Idaho,3
2017,8,Idaho,4
2017,9,Idaho,8
