Year,Month,State,Suicides
2016,7,Oregon,63
2016,8,Oregon,75
2016,9,Oregon,69
2016,10,Oregon,74
2016,11,Oregon,60
2016,12,Oregon,64
2017,1,Oregon,74
2017,2,Oregon,66
2017,3,Oregon,66
2017,4,Oregon,74
2017,5,Oregon,65
2017,6,Oregon,63
2017,7,Oregon,74
2017,8,Oregon,75
2017,9,Oregon,69
2017,10,Oregon,73
2017,11,Oregon,63
2017,12,Oregon,62
2018,1,Oregon,74
2018,2,Oregon,58
2018,3,Oregon,82
2018,4,Oregon,58
2018,5,Oregon,67
2018,6,Oregon,76
2018,7,Oregon,77
2018,8,Oregon,64
2018,9,Oregon,71
2018,10,Oregon,94
2018,11,Oregon,61
2018,12,Oregon,62
2019,1,Oregon,74
2019,2,Oregon,63
2019,3,Oregon,81
2019,4,Oregon,75
2019,5,Oregon,84
2019,6,Oregon,87
2019,7,Oregon,74
2019,8,Oregon,77
2019,9,Oregon,87
2019,10,Oregon,72
2019,11,Oregon,74
2019,12,Oregon,58
2020,1,Oregon,68
2020,2,Oregon,63
2020,3,Oregon,75
2020,4,Oregon,52
2020,5,Oregon,80
2020,6,Oregon,65
2020,7,Oregon,61
2020,8,Oregon,75
2020,9,Oregon,67
2020,10,Oregon,93
2020,11,Oregon,58
2020,12,Oregon,74
1999,1,Pennsylvania,122
1999,2,Pennsylvania,103
1999,3,Pennsylvania,108
1999,4,Pennsylvania,86
1999,5,Pennsylvania,111
1999,6,Pennsylvania,102
1999,7,Pennsylvania,120
1999,8,Pennsylvania,123
1999,9,Pennsylvania,99
1999,10,Pennsylvania,110
1999,11,Pennsylvania,95
1999,12,Pennsylvania,105
2000,1,Pennsylvania,110
2000,2,Pennsylvania,117
2000,3,Pennsylvania,150
2000,4,Pennsylvania,120
2000,5,Pennsylvania,118
2000,6,Pennsylvania,99
2000,7,Pennsylvania,103
2000,8,Pennsylvania,104
2000,9,Pennsylvania,101
2000,10,Pennsylvania,130
2000,11,Pennsylvania,101
2000,12,Pennsylvania,103
2001,1,Pennsylvania,108
2001,2,Pennsylvania,81
2001,3,Pennsylvania,110
2001,4,Pennsylvania,103
2001,5,Pennsylvania,96
2001,6,Pennsylvania,110
2001,7,Pennsylvania,113
2001,8,Pennsylvania,124
2001,9,Pennsylvania,109
2001,10,Pennsylvania,115
2001,11,Pennsylvania,108
2001,12,Pennsylvania,93
2002,1,Pennsylvania,106
2002,2,Pennsylvania,100
2002,3,Pennsylvania,98
2002,4,Pennsylvania,113
2002,5,Pennsylvania,116
2002,6,Pennsylvania,94
2002,7,Pennsylvania,126
2002,8,Pennsylvania,123
2002,9,Pennsylvania,127
2002,10,Pennsylvania,125
2002,11,Pennsylvania,115
2002,12,Pennsylvania,93
2003,1,Pennsylvania,115
2003,2,Pennsylvania,79
2003,3,Pennsylvania,130
2003,4,Pennsylvania,100
2003,5,Pennsylvania,116
2003,6,Pennsylvania,111
2003,7,Pennsylvania,123
2003,8,Pennsylvania,121
2003,9,Pennsylvania,106
2003,10,Pennsylvania,120
2003,11,Pennsylvania,113
2003,12,Pennsylvania,104
2004,1,Pennsylvania,106
2004,2,Pennsylvania,125
2004,3,Pennsylvania,107
2004,4,Pennsylvania,121
2004,5,Pennsylvania,118
2004,6,Pennsylvania,133
2004,7,Pennsylvania,110
2004,8,Pennsylvania,126
2004,9,Pennsylvania,112
2004,10,Pennsylvania,116
2004,11,Pennsylvania,118
2004,12,Pennsylvania,118
2005,1,Pennsylvania,113
2005,2,Pennsylvania,112
2005,3,Pennsylvania,118
2005,4,Pennsylvania,106
2005,5,Pennsylvania,140
2005,6,Pennsylvania,133
2005,7,Pennsylvania,125
2005,8,Pennsylvania,110
2005,9,Pennsylvania,126
2005,10,Pennsylvania,118
2005,11,Pennsylvania,120
2005,12,Pennsylvania,105
2006,1,Pennsylvania,125
2006,2,Pennsylvania,101
2006,3,Pennsylvania,125
2006,4,Pennsylvania,130
2006,5,Pennsylvania,131
2006,6,Pennsylvania,106
2006,7,Pennsylvania,108
2006,8,Pennsylvania,107
2006,9,Pennsylvania,127
2006,10,Pennsylvania,136
2006,11,Pennsylvania,90
2006,12,Pennsylvania,104
2007,1,Pennsylvania,125
2007,2,Pennsylvania,97
2007,3,Pennsylvania,119
2007,4,Pennsylvania,137
2007,5,Pennsylvania,121
2007,6,Pennsylvania,103
2007,7,Pennsylvania,119
2007,8,Pennsylvania,129
2007,9,Pennsylvania,115
2007,10,Pennsylvania,128
2007,11,Pennsylvania,124
2007,12,Pennsylvania,118
2008,1,Pennsylvania,105
2008,2,Pennsylvania,144
2008,3,Pennsylvania,133
2008,4,Pennsylvania,111
2008,5,Pennsylvania,131
2008,6,Pennsylvania,143
2008,7,Pennsylvania,140
2008,8,Pennsylvania,120
2008,9,Pennsylvania,154
2008,10,Pennsylvania,114
2008,11,Pennsylvania,128
2008,12,Pennsylvania,113
2009,1,Pennsylvania,139
2009,2,Pennsylvania,106
2009,3,Pennsylvania,130
2009,4,Pennsylvania,168
2009,5,Pennsylvania,150
2009,6,Pennsylvania,119
2009,7,Pennsylvania,129
2009,8,Pennsylvania,141
2009,9,Pennsylvania,152
2009,10,Pennsylvania,147
2009,11,Pennsylvania,111
2009,12,Pennsylvania,136
2010,1,Pennsylvania,140
2010,2,Pennsylvania,99
2010,3,Pennsylvania,137
2010,4,Pennsylvania,133
2010,5,Pennsylvania,145
2010,6,Pennsylvania,131
2010,7,Pennsylvania,129
2010,8,Pennsylvania,137
2010,9,Pennsylvania,112
2010,10,Pennsylvania,130
2010,11,Pennsylvania,126
2010,12,Pennsylvania,155
2011,1,Pennsylvania,131
2011,2,Pennsylvania,124
2011,3,Pennsylvania,145
2011,4,Pennsylvania,139
2011,5,Pennsylvania,143
2011,6,Pennsylvania,144
2011,7,Pennsylvania,185
2011,8,Pennsylvania,147
2011,9,Pennsylvania,148
2011,10,Pennsylvania,151
2011,11,Pennsylvania,130
2011,12,Pennsylvania,158
2012,1,Pennsylvania,127
2012,2,Pennsylvania,113
2012,3,Pennsylvania,128
2012,4,Pennsylvania,141
2012,5,Pennsylvania,146
2012,6,Pennsylvania,123
2012,7,Pennsylvania,167
2012,8,Pennsylvania,141
2012,9,Pennsylvania,149
2012,10,Pennsylvania,140
2012,11,Pennsylvania,128
2012,12,Pennsylvania,143
2013,1,Pennsylvania,133
2013,2,Pennsylvania,117
2013,3,Pennsylvania,162
2013,4,Pennsylvania,154
2013,5,Pennsylvania,148
2013,6,Pennsylvania,150
2013,7,Pennsylvania,173
2013,8,Pennsylvania,141
2013,9,Pennsylvania,163
2013,10,Pennsylvania,156
2013,11,Pennsylvania,152
2013,12,Pennsylvania,137
2014,1,Pennsylvania,117
2014,2,Pennsylvania,145
2014,3,Pennsylvania,131
2014,4,Pennsylvania,140
2014,5,Pennsylvania,191
2014,6,Pennsylvania,166
2014,7,Pennsylvania,141
2014,8,Pennsylvania,154
2014,9,Pennsylvania,158
2014,10,Pennsylvania,182
2014,11,Pennsylvania,143
2014,12,Pennsylvania,144
2015,1,Pennsylvania,159
2015,2,Pennsylvania,135
2015,3,Pennsylvania,160
2015,4,Pennsylvania,177
2015,5,Pennsylvania,173
2015,6,Pennsylvania,152
2015,7,Pennsylvania,149
2015,8,Pennsylvania,176
2015,9,Pennsylvania,142
2015,10,Pennsylvania,163
2015,11,Pennsylvania,133
2015,12,Pennsylvania,175
2016,1,Pennsylvania,162
2016,2,Pennsylvania,141
2016,3,Pennsylvania,173
2016,4,Pennsylvania,169
2016,5,Pennsylvania,158
2016,6,Pennsylvania,158
2016,7,Pennsylvania,207
2016,8,Pennsylvania,183
2016,9,Pennsylvania,172
2016,10,Pennsylvania,159
2016,11,Pennsylvania,162
2016,12,Pennsylvania,123
2017,1,Pennsylvania,161
2017,2,Pennsylvania,144
2017,3,Pennsylvania,167
2017,4,Pennsylvania,166
2017,5,Pennsylvania,201
2017,6,Pennsylvania,165
2017,7,Pennsylvania,157
2017,8,Pennsylvania,197
2017,9,Pennsylvania,189
2017,10,Pennsylvania,161
2017,11,Pennsylvania,157
2017,12,Pennsylvania,164
2018,1,Pennsylvania,172
2018,2,Pennsylvania,148
2018,3,Pennsylvania,177
2018,4,Pennsylvania,180
2018,5,Pennsylvania,158
2018,6,Pennsylvania,181
2018,7,Pennsylvania,173
2018,8,Pennsylvania,180
2018,9,Pennsylvania,173
2018,10,Pennsylvania,180
2018,11,Pennsylvania,153
2018,12,Pennsylvania,139
2019,1,Pennsylvania,146
2019,2,Pennsylvania,145
2019,3,Pennsylvania,147
2019,4,Pennsylvania,162
2019,5,Pennsylvania,146
2019,6,Pennsylvania,159
2019,7,Pennsylvania,171
2019,8,Pennsylvania,152
2019,9,Pennsylvania,161
2019,10,Pennsylvania,176
2019,11,Pennsylvania,178
2019,12,Pennsylvania,151
2020,1,Pennsylvania,153
2020,2,Pennsylvania,139
2020,3,Pennsylvania,145
2020,4,Pennsylvania,113
2020,5,Pennsylvania,146
2020,6,Pennsylvania,138
2020,7,Pennsylvania,140
2020,8,Pennsylvania,148
2020,9,Pennsylvania,154
2020,10,Pennsylvania,151
2020,11,Pennsylvania,121
2020,12,Pennsylvania,146
1999,1,Rhode Island,5
1999,2,Rhode Island,7
1999,3,Rhode Island,7
1999,4,Rhode Island,11
1999,5,Rhode Island,9
1999,6,Rhode Island,9
1999,7,Rhode Island,6
1999,8,Rhode Island,6
1999,9,Rhode Island,13
1999,10,Rhode Island,8
1999,11,Rhode Island,3
1999,12,Rhode Island,12
2000,1,Rhode Island,4
2000,2,Rhode Island,6
2000,3,Rhode Island,6
2000,4,Rhode Island,5
2000,5,Rhode Island,7
2000,6,Rhode Island,4
2000,7,Rhode Island,8
2000,8,Rhode Island,6
2000,9,Rhode Island,10
2000,10,Rhode Island,5
2000,11,Rhode Island,7
2000,12,Rhode Island,7
2001,1,Rhode Island,3
2001,2,Rhode Island,8
2001,3,Rhode Island,11
2001,4,Rhode Island,4
2001,5,Rhode Island,9
2001,6,Rhode Island,3
2001,7,Rhode Island,4
2001,8,Rhode Island,7
2001,9,Rhode Island,9
2001,10,Rhode Island,9
2001,11,Rhode Island,10
2001,12,Rhode Island,8
2002,1,Rhode Island,5
2002,2,Rhode Island,10
2002,3,Rhode Island,11
2002,4,Rhode Island,7
2002,5,Rhode Island,4
2002,6,Rhode Island,8
2002,7,Rhode Island,13
2002,8,Rhode Island,5
2002,9,Rhode Island,8
2002,10,Rhode Island,6
2002,11,Rhode Island,2
2002,12,Rhode Island,7
2003,1,Rhode Island,8
2003,2,Rhode Island,4
2003,3,Rhode Island,8
2003,4,Rhode Island,9
2003,5,Rhode Island,6
2003,6,Rhode Island,10
2003,7,Rhode Island,5
2003,8,Rhode Island,6
2003,9,Rhode Island,5
2003,10,Rhode Island,9
2003,11,Rhode Island,5
2003,12,Rhode Island,9
2004,1,Rhode Island,6
2004,2,Rhode Island,8
2004,3,Rhode Island,9
2004,4,Rhode Island,9
2004,5,Rhode Island,5
2004,6,Rhode Island,8
2004,7,Rhode Island,2
2004,8,Rhode Island,5
2004,9,Rhode Island,9
2004,10,Rhode Island,8
2004,11,Rhode Island,8
2004,12,Rhode Island,7
2005,1,Rhode Island,10
2005,2,Rhode Island,4
2005,3,Rhode Island,5
2005,4,Rhode Island,7
2005,5,Rhode Island,8
2005,6,Rhode Island,4
2005,7,Rhode Island,7
2005,8,Rhode Island,5
2005,9,Rhode Island,3
2005,10,Rhode Island,8
2005,11,Rhode Island,6
2005,12,Rhode Island,3
2006,1,Rhode Island,6
2006,2,Rhode Island,8
2006,3,Rhode Island,7
2006,4,Rhode Island,8
2006,5,Rhode Island,7
2006,6,Rhode Island,10
2006,7,Rhode Island,9
2006,8,Rhode Island,6
2006,9,Rhode Island,6
2006,10,Rhode Island,9
2006,11,Rhode Island,8
2006,12,Rhode Island,6
2007,1,Rhode Island,8
2007,2,Rhode Island,6
2007,3,Rhode Island,9
2007,4,Rhode Island,8
2007,5,Rhode Island,14
2007,6,Rhode Island,6
2007,7,Rhode Island,8
2007,8,Rhode Island,7
2007,9,Rhode Island,10
2007,10,Rhode Island,6
2007,11,Rhode Island,8
2007,12,Rhode Island,6
2008,1,Rhode Island,9
2008,2,Rhode Island,7
2008,3,Rhode Island,10
2008,4,Rhode Island,9
2008,5,Rhode Island,9
2008,6,Rhode Island,8
2008,7,Rhode Island,8
2008,8,Rhode Island,8
2008,9,Rhode Island,13
2008,10,Rhode Island,13
2008,11,Rhode Island,8
2008,12,Rhode Island,8
2009,1,Rhode Island,9
2009,2,Rhode Island,7
2009,3,Rhode Island,13
2009,4,Rhode Island,7
2009,5,Rhode Island,10
2009,6,Rhode Island,8
2009,7,Rhode Island,15
2009,8,Rhode Island,12
2009,9,Rhode Island,10
2009,10,Rhode Island,8
2009,11,Rhode Island,14
2009,12,Rhode Island,4
2010,1,Rhode Island,9
2010,2,Rhode Island,8
2010,3,Rhode Island,11
2010,4,Rhode Island,5
2010,5,Rhode Island,17
2010,6,Rhode Island,13
2010,7,Rhode Island,13
2010,8,Rhode Island,12
2010,9,Rhode Island,10
2010,10,Rhode Island,6
2010,11,Rhode Island,12
2010,12,Rhode Island,12
2011,1,Rhode Island,11
2011,2,Rhode Island,4
2011,3,Rhode Island,9
2011,4,Rhode Island,12
2011,5,Rhode Island,7
2011,6,Rhode Island,6
2011,7,Rhode Island,9
2011,8,Rhode Island,6
2011,9,Rhode Island,7
2011,10,Rhode Island,8
2011,11,Rhode Island,11
2011,12,Rhode Island,10
2012,1,Rhode Island,9
2012,2,Rhode Island,13
2012,3,Rhode Island,10
2012,4,Rhode Island,8
2012,5,Rhode Island,12
2012,6,Rhode Island,5
2012,7,Rhode Island,10
2012,8,Rhode Island,8
2012,9,Rhode Island,6
2012,10,Rhode Island,8
2012,11,Rhode Island,10
2012,12,Rhode Island,6
2013,1,Rhode Island,9
2013,2,Rhode Island,13
2013,3,Rhode Island,20
2013,4,Rhode Island,13
2013,5,Rhode Island,15
2013,6,Rhode Island,13
2013,7,Rhode Island,9
2013,8,Rhode Island,12
2013,9,Rhode Island,4
2013,10,Rhode Island,7
2013,11,Rhode Island,8
2013,12,Rhode Island,9
2014,1,Rhode Island,8
2014,2,Rhode Island,8
2014,3,Rhode Island,12
2014,4,Rhode Island,5
2014,5,Rhode Island,8
2014,6,Rhode Island,10
2014,7,Rhode Island,8
2014,8,Rhode Island,14
2014,9,Rhode Island,10
2014,10,Rhode Island,9
2014,11,Rhode Island,5
2014,12,Rhode Island,14
2015,1,Rhode Island,8
2015,2,Rhode Island,8
2015,3,Rhode Island,12
2015,4,Rhode Island,11
2015,5,Rhode Island,15
2015,6,Rhode Island,17
2015,7,Rhode Island,11
2015,8,Rhode Island,8
2015,9,Rhode Island,10
2015,10,Rhode Island,11
2015,11,Rhode Island,6
2015,12,Rhode Island,9
2016,1,Rhode Island,16
2016,2,Rhode Island,11
2016,3,Rhode Island,8
2016,4,Rhode Island,10
2016,5,Rhode Island,7
2016,6,Rhode Island,11
2016,7,Rhode Island,9
2016,8,Rhode Island,10
2016,9,Rhode Island,8
2016,10,Rhode Island,13
2016,11,Rhode Island,12
2016,12,Rhode Island,11
2017,1,Rhode Island,14
2017,2,Rhode Island,8
2017,3,Rhode Island,13
2017,4,Rhode Island,8
2017,5,Rhode Island,10
2017,6,Rhode Island,8
2017,7,Rhode Island,6
2017,8,Rhode Island,14
2017,9,Rhode Island,13
2017,10,Rhode Island,14
2017,11,Rhode Island,9
2017,12,Rhode Island,12
2018,1,Rhode Island,12
2018,2,Rhode Island,7
2018,3,Rhode Island,6
2018,4,Rhode Island,9
2018,5,Rhode Island,8
2018,6,Rhode Island,10
2018,7,Rhode Island,11
2018,8,Rhode Island,9
2018,9,Rhode Island,12
2018,10,Rhode Island,10
2018,11,Rhode Island,5
2018,12,Rhode Island,7
2019,1,Rhode Island,9
2019,2,Rhode Island,8
2019,3,Rhode Island,15
2019,4,Rhode Island,9
2019,5,Rhode Island,11
2019,6,Rhode Island,11
2019,7,Rhode Island,9
2019,8,Rhode Island,8
2019,9,Rhode Island,14
2019,10,Rhode Island,8
2019,11,Rhode Island,10
2019,12,Rhode Island,11
2020,1,Rhode Island,9
2020,2,Rhode Island,10
2020,3,Rhode Island,8
2020,4,Rhode Island,5
2020,5,Rhode Island,4
2020,6,Rhode Island,8
2020,7,Rhode Island,11
2020,8,Rhode Island,8
2020,9,Rhode Island,8
2020,10,Rhode Island,8
2020,11,Rhode Island,8
2020,12,Rhode Island,7
1999,1,South Carolina,38
1999,2,South Carolina,26
1999,3,South Carolina,38
1999,4,South Carolina,31
1999,5,South Carolina,39
1999,6,South Carolina,34
1999,7,South Carolina,42
1999,8,South Carolina,43
1999,9,South Carolina,26
1999,10,South Carolina,34
1999,11,South Carolina,38
1999,12,South Carolina,29
2000,1,South Carolina,47
2000,2,South Carolina,37
2000,3,South Carolina,34
2000,4,South Carolina,24
2000,5,South Carolina,49
2000,6,South Carolina,30
2000,7,South Carolina,35
2000,8,South Carolina,32
2000,9,South Carolina,48
2000,10,South Carolina,41
2000,11,South Carolina,35
2000,12,South Carolina,30
2001,1,South Carolina,36
2001,2,South Carolina,36
2001,3,South Carolina,39
2001,4,South Carolina,45
2001,5,South Carolina,43
2001,6,South Carolina,43
2001,7,South Carolina,35
2001,8,South Carolina,39
2001,9,South Carolina,38
2001,10,South Carolina,28
2001,11,South Carolina,41
2001,12,South Carolina,44
2002,1,South Carolina,38
2002,2,South Carolina,32
2002,3,South Carolina,37
2002,4,South Carolina,36
2002,5,South Carolina,34
2002,6,South Carolina,53
2002,7,South Carolina,47
2002,8,South Carolina,37
2002,9,South Carolina,30
2002,10,South Carolina,35
2002,11,South Carolina,30
2002,12,South Carolina,28
2003,1,South Carolina,31
2003,2,South Carolina,48
2003,3,South Carolina,47
2003,4,South Carolina,41
2003,5,South Carolina,51
2003,6,South Carolina,40
2003,7,South Carolina,35
2003,8,South Carolina,36
2003,9,South Carolina,40
2003,10,South Carolina,40
2003,11,South Carolina,26
2003,12,South Carolina,40
2004,1,South Carolina,39
2004,2,South Carolina,32
2004,3,South Carolina,45
2004,4,South Carolina,40
2004,5,South Carolina,38
2004,6,South Carolina,43
2004,7,South Carolina,47
2004,8,South Carolina,33
2004,9,South Carolina,40
2004,10,South Carolina,52
2004,11,South Carolina,41
2004,12,South Carolina,30
2005,1,South Carolina,42
2005,2,South Carolina,47
2005,3,South Carolina,50
2005,4,South Carolina,52
2005,5,South Carolina,44
2005,6,South Carolina,44
2005,7,South Carolina,46
2005,8,South Carolina,35
2005,9,South Carolina,35
2005,10,South Carolina,46
2005,11,South Carolina,28
2005,12,South Carolina,41
2006,1,South Carolina,48
2006,2,South Carolina,40
2006,3,South Carolina,58
2006,4,South Carolina,40
2006,5,South Carolina,36
2006,6,South Carolina,44
2006,7,South Carolina,42
2006,8,South Carolina,43
2006,9,South Carolina,53
2006,10,South Carolina,43
2006,11,South Carolina,43
2006,12,South Carolina,34
2007,1,South Carolina,38
2007,2,South Carolina,31
2007,3,South Carolina,46
2007,4,South Carolina,37
2007,5,South Carolina,41
2007,6,South Carolina,40
2007,7,South Carolina,47
2007,8,South Carolina,33
2007,9,South Carolina,53
2007,10,South Carolina,53
2007,11,South Carolina,53
2007,12,South Carolina,56
2008,1,South Carolina,50
2008,2,South Carolina,45
2008,3,South Carolina,47
2008,4,South Carolina,34
2008,5,South Carolina,53
2008,6,South Carolina,55
2008,7,South Carolina,50
2008,8,South Carolina,47
2008,9,South Carolina,46
2008,10,South Carolina,52
2008,11,South Carolina,41
2008,12,South Carolina,45
2009,1,South Carolina,51
2009,2,South Carolina,41
2009,3,South Carolina,54
2009,4,South Carolina,34
2009,5,South Carolina,48
2009,6,South Carolina,53
2009,7,South Carolina,62
2009,8,South Carolina,59
2009,9,South Carolina,68
2009,10,South Carolina,50
2009,11,South Carolina,44
2009,12,South Carolina,52
2010,1,South Carolina,54
2010,2,South Carolina,56
2010,3,South Carolina,59
2010,4,South Carolina,56
2010,5,South Carolina,63
2010,6,South Carolina,52
2010,7,South Carolina,58
2010,8,South Carolina,51
2010,9,South Carolina,50
2010,10,South Carolina,46
2010,11,South Carolina,46
2010,12,South Carolina,46
2011,1,South Carolina,60
2011,2,South Carolina,45
2011,3,South Carolina,51
2011,4,South Carolina,46
2011,5,South Carolina,49
2011,6,South Carolina,56
2011,7,South Carolina,72
2011,8,South Carolina,59
2011,9,South Carolina,54
2011,10,South Carolina,58
2011,11,South Carolina,58
2011,12,South Carolina,50
2012,1,South Carolina,51
2012,2,South Carolina,49
2012,3,South Carolina,59
2012,4,South Carolina,57
2012,5,South Carolina,66
2012,6,South Carolina,62
2012,7,South Carolina,61
2012,8,South Carolina,54
2012,9,South Carolina,64
2012,10,South Carolina,51
2012,11,South Carolina,60
2012,12,South Carolina,39
2013,1,South Carolina,69
2013,2,South Carolina,62
2013,3,South Carolina,55
2013,4,South Carolina,65
2013,5,South Carolina,55
2013,6,South Carolina,54
2013,7,South Carolina,51
2013,8,South Carolina,56
2013,9,South Carolina,58
2013,10,South Carolina,71
2013,11,South Carolina,52
2013,12,South Carolina,47
2014,1,South Carolina,56
2014,2,South Carolina,56
2014,3,South Carolina,56
2014,4,South Carolina,69
2014,5,South Carolina,67
2014,6,South Carolina,54
2014,7,South Carolina,51
2014,8,South Carolina,63
2014,9,South Carolina,76
2014,10,South Carolina,81
2014,11,South Carolina,70
2014,12,South Carolina,54
2015,1,South Carolina,62
2015,2,South Carolina,57
2015,3,South Carolina,64
2015,4,South Carolina,57
2015,5,South Carolina,68
2015,6,South Carolina,51
2015,7,South Carolina,60
2015,8,South Carolina,57
2015,9,South Carolina,69
2015,10,South Carolina,75
2015,11,South Carolina,52
2015,12,South Carolina,67
2016,1,South Carolina,73
2016,2,South Carolina,61
2016,3,South Carolina,78
2016,4,South Carolina,67
2016,5,South Carolina,51
2016,6,South Carolina,55
2016,7,South Carolina,71
2016,8,South Carolina,65
2016,9,South Carolina,87
2016,10,South Carolina,84
2016,11,South Carolina,66
2016,12,South Carolina,57
2017,1,South Carolina,82
2017,2,South Carolina,63
2017,3,South Carolina,53
2017,4,South Carolina,85
2017,5,South Carolina,97
2017,6,South Carolina,64
2017,7,South Carolina,72
2017,8,South Carolina,57
2017,9,South Carolina,61
2017,10,South Carolina,65
2017,11,South Carolina,78
2017,12,South Carolina,61
2018,1,South Carolina,68
2018,2,South Carolina,66
2018,3,South Carolina,50
2018,4,South Carolina,76
2018,5,South Carolina,71
2018,6,South Carolina,64
2018,7,South Carolina,60
2018,8,South Carolina,76
2018,9,South Carolina,73
2018,10,South Carolina,71
2018,11,South Carolina,62
2018,12,South Carolina,73
2019,1,South Carolina,80
2019,2,South Carolina,62
2019,3,South Carolina,94
2019,4,South Carolina,64
2019,5,South Carolina,80
2019,6,South Carolina,63
2019,7,South Carolina,73
2019,8,South Carolina,64
2019,9,South Carolina,79
2019,10,South Carolina,80
2019,11,South Carolina,57
2019,12,South Carolina,56
2020,1,South Carolina,93
2020,2,South Carolina,61
2020,3,South Carolina,83
2020,4,South Carolina,56
2020,5,South Carolina,73
2020,6,South Carolina,69
2020,7,South Carolina,74
2020,8,South Carolina,70
2020,9,South Carolina,80
2020,10,South Carolina,65
2020,11,South Carolina,64
2020,12,South Carolina,80
1999,1,South Dakota,13
1999,2,South Dakota,12
1999,3,South Dakota,12
1999,4,South Dakota,10
1999,5,South Dakota,6
1999,6,South Dakota,7
1999,7,South Dakota,8
1999,8,South Dakota,6
1999,9,South Dakota,10
1999,10,South Dakota,6
1999,11,South Dakota,5
1999,12,South Dakota,8
2000,1,South Dakota,9
2000,2,South Dakota,3
2000,3,South Dakota,7
2000,4,South Dakota,12
2000,5,South Dakota,14
2000,6,South Dakota,8
2000,7,South Dakota,6
2000,8,South Dakota,6
2000,9,South Dakota,10
2000,10,South Dakota,11
2000,11,South Dakota,4
2000,12,South Dakota,5
2001,1,South Dakota,14
2001,2,South Dakota,7
2001,3,South Dakota,9
2001,4,South Dakota,13
2001,5,South Dakota,10
2001,6,South Dakota,8
2001,7,South Dakota,3
2001,8,South Dakota,8
2001,9,South Dakota,8
2001,10,South Dakota,11
2001,11,South Dakota,9
2001,12,South Dakota,5
2002,1,South Dakota,7
2002,2,South Dakota,8
2002,3,South Dakota,11
2002,4,South Dakota,7
2002,5,South Dakota,6
2002,6,South Dakota,3
2002,7,South Dakota,8
2002,8,South Dakota,13
2002,9,South Dakota,11
2002,10,South Dakota,6
2002,11,South Dakota,7
2002,12,South Dakota,7
2003,1,South Dakota,9
2003,2,South Dakota,11
2003,3,South Dakota,15
2003,4,South Dakota,15
2003,5,South Dakota,13
2003,6,South Dakota,13
2003,7,South Dakota,6
2003,8,South Dakota,3
2003,9,South Dakota,6
2003,10,South Dakota,3
2003,11,South Dakota,3
2003,12,South Dakota,5
2004,1,South Dakota,15
2004,2,South Dakota,7
2004,3,South Dakota,10
2004,4,South Dakota,11
2004,5,South Dakota,11
2004,6,South Dakota,5
2004,7,South Dakota,9
2004,8,South Dakota,9
2004,9,South Dakota,11
2004,10,South Dakota,6
2004,11,South Dakota,9
2004,12,South Dakota,9
2005,1,South Dakota,7
2005,2,South Dakota,7
2005,3,South Dakota,12
2005,4,South Dakota,12
2005,5,South Dakota,10
2005,6,South Dakota,6
2005,7,South Dakota,9
2005,8,South Dakota,6
2005,9,South Dakota,10
2005,10,South Dakota,13
2005,11,South Dakota,15
2005,12,South Dakota,14
2006,1,South Dakota,9
2006,2,South Dakota,12
2006,3,South Dakota,13
2006,4,South Dakota,13
2006,5,South Dakota,6
2006,6,South Dakota,5
2006,7,South Dakota,11
2006,8,South Dakota,11
2006,9,South Dakota,14
2006,10,South Dakota,12
2006,11,South Dakota,8
2006,12,South Dakota,11
2007,1,South Dakota,10
2007,2,South Dakota,11
2007,3,South Dakota,5
2007,4,South Dakota,4
2007,5,South Dakota,9
2007,6,South Dakota,7
2007,7,South Dakota,15
2007,8,South Dakota,5
2007,9,South Dakota,9
2007,10,South Dakota,5
2007,11,South Dakota,11
2007,12,South Dakota,9
2008,1,South Dakota,13
2008,2,South Dakota,5
2008,3,South Dakota,12
2008,4,South Dakota,8
2008,5,South Dakota,13
2008,6,South Dakota,7
2008,7,South Dakota,11
2008,8,South Dakota,13
2008,9,South Dakota,11
2008,10,South Dakota,5
2008,11,South Dakota,14
2008,12,South Dakota,11
2009,1,South Dakota,11
2009,2,South Dakota,11
2009,3,South Dakota,6
2009,4,South Dakota,16
2009,5,South Dakota,16
2009,6,South Dakota,10
2009,7,South Dakota,6
2009,8,South Dakota,11
2009,9,South Dakota,10
2009,10,South Dakota,7
2009,11,South Dakota,14
2009,12,South Dakota,11
2010,1,South Dakota,15
2010,2,South Dakota,10
2010,3,South Dakota,12
2010,4,South Dakota,15
2010,5,South Dakota,15
2010,6,South Dakota,13
2010,7,South Dakota,13
2010,8,South Dakota,8
2010,9,South Dakota,9
2010,10,South Dakota,9
2010,11,South Dakota,7
2010,12,South Dakota,14
2011,1,South Dakota,10
2011,2,South Dakota,10
2011,3,South Dakota,10
2011,4,South Dakota,11
2011,5,South Dakota,16
2011,6,South Dakota,14
2011,7,South Dakota,5
2011,8,South Dakota,11
2011,9,South Dakota,12
2011,10,South Dakota,11
2011,11,South Dakota,11
2011,12,South Dakota,7
2012,1,South Dakota,13
2012,2,South Dakota,6
2012,3,South Dakota,10
2012,4,South Dakota,10
2012,5,South Dakota,14
2012,6,South Dakota,12
2012,7,South Dakota,16
2012,8,South Dakota,16
2012,9,South Dakota,12
2012,10,South Dakota,9
2012,11,South Dakota,11
2012,12,South Dakota,12
2013,1,South Dakota,10
2013,2,South Dakota,11
2013,3,South Dakota,11
2013,4,South Dakota,5
2013,5,South Dakota,10
