Year,Month,State,Accidents
2020,12,Georgia,0
1999,1,Hawaii,0
1999,2,Hawaii,0
1999,3,Hawaii,0
1999,4,Hawaii,0
1999,5,Hawaii,0
1999,6,Hawaii,0
1999,7,Hawaii,0
1999,8,Hawaii,0
1999,9,Hawaii,0
1999,10,Hawaii,0
1999,11,Hawaii,0
1999,12,Hawaii,0
2000,1,Hawaii,1
2000,2,Hawaii,0
2000,3,Hawaii,0
2000,4,Hawaii,0
2000,5,Hawaii,0
2000,6,Hawaii,0
2000,7,Hawaii,0
2000,8,Hawaii,0
2000,9,Hawaii,1
2000,10,Hawaii,0
2000,11,Hawaii,1
2000,12,Hawaii,1
2001,1,Hawaii,0
2001,2,Hawaii,0
2001,3,Hawaii,0
2001,4,Hawaii,0
2001,5,Hawaii,0
2001,6,Hawaii,0
2001,7,Hawaii,0
2001,8,Hawaii,0
2001,9,Hawaii,1
2001,10,Hawaii,0
2001,11,Hawaii,0
2001,12,Hawaii,0
2002,1,Hawaii,0
2002,2,Hawaii,0
2002,3,Hawaii,0
2002,4,Hawaii,0
2002,5,Hawaii,0
2002,6,Hawaii,0
2002,7,Hawaii,0
2002,8,Hawaii,0
2002,9,Hawaii,0
2002,10,Hawaii,0
2002,11,Hawaii,0
2002,12,Hawaii,0
2003,1,Hawaii,0
2003,2,Hawaii,0
2003,3,Hawaii,0
2003,4,Hawaii,0
2003,5,Hawaii,0
2003,6,Hawaii,0
2003,7,Hawaii,1
2003,8,Hawaii,0
2003,9,Hawaii,0
2003,10,Hawaii,0
2003,11,Hawaii,0
2003,12,Hawaii,0
2004,1,Hawaii,0
2004,2,Hawaii,0
2004,3,Hawaii,0
2004,4,Hawaii,0
2004,5,Hawaii,0
2004,6,Hawaii,0
2004,7,Hawaii,0
2004,8,Hawaii,0
2004,9,Hawaii,0
2004,10,Hawaii,0
2004,11,Hawaii,0
2004,12,Hawaii,0
2005,1,Hawaii,0
2005,2,Hawaii,0
2005,3,Hawaii,0
2005,4,Hawaii,0
2005,5,Hawaii,0
2005,6,Hawaii,0
2005,7,Hawaii,0
2005,8,Hawaii,0
2005,9,Hawaii,0
2005,10,Hawaii,0
2005,11,Hawaii,0
2005,12,Hawaii,0
2006,1,Hawaii,0
2006,2,Hawaii,0
2006,3,Hawaii,2
2006,4,Hawaii,0
2006,5,Hawaii,0
2006,6,Hawaii,0
2006,7,Hawaii,0
2006,8,Hawaii,0
2006,9,Hawaii,0
2006,10,Hawaii,0
2006,11,Hawaii,0
2006,12,Hawaii,0
2007,1,Hawaii,0
2007,2,Hawaii,0
2007,3,Hawaii,1
2007,4,Hawaii,0
2007,5,Hawaii,0
2007,6,Hawaii,0
2007,7,Hawaii,0
2007,8,Hawaii,0
2007,9,Hawaii,0
2007,10,Hawaii,0
2007,11,Hawaii,1
2007,12,Hawaii,0
2008,1,Hawaii,0
2008,2,Hawaii,0
2008,3,Hawaii,0
2008,4,Hawaii,0
2008,5,Hawaii,0
2008,6,Hawaii,0
2008,7,Hawaii,0
2008,8,Hawaii,0
2008,9,Hawaii,0
2008,10,Hawaii,0
2008,11,Hawaii,0
2008,12,Hawaii,0
2009,1,Hawaii,0
2009,2,Hawaii,0
2009,3,Hawaii,0
2009,4,Hawaii,0
2009,5,Hawaii,0
2009,6,Hawaii,0
2009,7,Hawaii,0
2009,8,Hawaii,0
2009,9,Hawaii,0
2009,10,Hawaii,0
2009,11,Hawaii,0
2009,12,Hawaii,0
2010,1,Hawaii,0
2010,2,Hawaii,0
2010,3,Hawaii,0
2010,4,Hawaii,0
2010,5,Hawaii,0
2010,6,Hawaii,0
2010,7,Hawaii,1
2010,8,Hawaii,0
2010,9,Hawaii,0
2010,10,Hawaii,0
2010,11,Hawaii,0
2010,12,Hawaii,0
2011,1,Hawaii,0
2011,2,Hawaii,0
2011,3,Hawaii,0
2011,4,Hawaii,0
2011,5,Hawaii,0
2011,6,Hawaii,0
2011,7,Hawaii,0
2011,8,Hawaii,0
2011,9,Hawaii,0
2011,10,Hawaii,0
2011,11,Hawaii,0
2011,12,Hawaii,0
2012,1,Hawaii,0
2012,2,Hawaii,0
2012,3,Hawaii,0
2012,4,Hawaii,0
2012,5,Hawaii,0
2012,6,Hawaii,0
2012,7,Hawaii,0
2012,8,Hawaii,0
2012,9,Hawaii,0
2012,10,Hawaii,0
2012,11,Hawaii,0
2012,12,Hawaii,0
2013,1,Hawaii,0
2013,2,Hawaii,0
2013,3,Hawaii,0
2013,4,Hawaii,0
2013,5,Hawaii,0
2013,6,Hawaii,0
2013,7,Hawaii,0
2013,8,Hawaii,0
2013,9,Hawaii,0
2013,10,Hawaii,0
2013,11,Hawaii,1
2013,12,Hawaii,0
2014,1,Hawaii,0
2014,2,Hawaii,0
2014,3,Hawaii,0
2014,4,Hawaii,0
2014,5,Hawaii,0
2014,6,Hawaii,0
2014,7,Hawaii,0
2014,8,Hawaii,1
2014,9,Hawaii,0
2014,10,Hawaii,0
2014,11,Hawaii,0
2014,12,Hawaii,0
2015,1,Hawaii,0
2015,2,Hawaii,0
2015,3,Hawaii,0
2015,4,Hawaii,0
2015,5,Hawaii,0
2015,6,Hawaii,0
2015,7,Hawaii,1
2015,8,Hawaii,1
2015,9,Hawaii,0
2015,10,Hawaii,1
2015,11,Hawaii,0
2015,12,Hawaii,0
2016,1,Hawaii,0
2016,2,Hawaii,0
2016,3,Hawaii,3
2016,4,Hawaii,0
2016,5,Hawaii,0
2016,6,Hawaii,0
2016,7,Hawaii,0
2016,8,Hawaii,0
2016,9,Hawaii,0
2016,10,Hawaii,0
2016,11,Hawaii,0
2016,12,Hawaii,0
2017,1,Hawaii,0
2017,2,Hawaii,0
2017,3,Hawaii,0
2017,4,Hawaii,0
2017,5,Hawaii,0
2017,6,Hawaii,0
2017,7,Hawaii,0
2017,8,Hawaii,0
2017,9,Hawaii,0
2017,10,Hawaii,0
2017,11,Hawaii,0
2017,12,Hawaii,0
2018,1,Hawaii,0
2018,2,Hawaii,0
2018,3,Hawaii,0
2018,4,Hawaii,1
2018,5,Hawaii,0
2018,6,Hawaii,0
2018,7,Hawaii,0
2018,8,Hawaii,0
2018,9,Hawaii,0
2018,10,Hawaii,0
2018,11,Hawaii,0
2018,12,Hawaii,0
2019,1,Hawaii,0
2019,2,Hawaii,0
2019,3,Hawaii,0
2019,4,Hawaii,0
2019,5,Hawaii,0
2019,6,Hawaii,0
2019,7,Hawaii,0
2019,8,Hawaii,1
2019,9,Hawaii,0
2019,10,Hawaii,0
2019,11,Hawaii,0
2019,12,Hawaii,0
2020,1,Hawaii,0
2020,2,Hawaii,0
2020,3,Hawaii,0
2020,4,Hawaii,0
2020,5,Hawaii,0
2020,6,Hawaii,0
2020,7,Hawaii,0
2020,8,Hawaii,0
2020,9,Hawaii,0
2020,10,Hawaii,0
2020,11,Hawaii,1
2020,12,Hawaii,0
1999,1,Idaho,1
1999,2,Idaho,1
1999,3,Idaho,0
1999,4,Idaho,1
1999,5,Idaho,0
1999,6,Idaho,0
1999,7,Idaho,0
1999,8,Idaho,0
1999,9,Idaho,2
1999,10,Idaho,1
1999,11,Idaho,0
1999,12,Idaho,3
2000,1,Idaho,0
2000,2,Idaho,0
2000,3,Idaho,1
2000,4,Idaho,0
2000,5,Idaho,0
2000,6,Idaho,0
2000,7,Idaho,0
2000,8,Idaho,1
2000,9,Idaho,1
2000,10,Idaho,1
2000,11,Idaho,0
2000,12,Idaho,0
2001,1,Idaho,0
2001,2,Idaho,0
2001,3,Idaho,1
2001,4,Idaho,0
2001,5,Idaho,0
2001,6,Idaho,2
2001,7,Idaho,1
2001,8,Idaho,0
2001,9,Idaho,1
2001,10,Idaho,2
2001,11,Idaho,0
2001,12,Idaho,2
2002,1,Idaho,0
2002,2,Idaho,1
2002,3,Idaho,1
2002,4,Idaho,2
2002,5,Idaho,0
2002,6,Idaho,0
2002,7,Idaho,2
2002,8,Idaho,0
2002,9,Idaho,2
2002,10,Idaho,0
2002,11,Idaho,0
2002,12,Idaho,0
2003,1,Idaho,0
2003,2,Idaho,0
2003,3,Idaho,0
2003,4,Idaho,0
2003,5,Idaho,1
2003,6,Idaho,0
2003,7,Idaho,0
2003,8,Idaho,0
2003,9,Idaho,0
2003,10,Idaho,0
2003,11,Idaho,0
2003,12,Idaho,1
2004,1,Idaho,0
2004,2,Idaho,0
2004,3,Idaho,1
2004,4,Idaho,0
2004,5,Idaho,0
2004,6,Idaho,0
2004,7,Idaho,1
2004,8,Idaho,2
2004,9,Idaho,1
2004,10,Idaho,1
2004,11,Idaho,0
2004,12,Idaho,0
2005,1,Idaho,1
2005,2,Idaho,1
2005,3,Idaho,1
2005,4,Idaho,0
2005,5,Idaho,1
2005,6,Idaho,1
2005,7,Idaho,0
2005,8,Idaho,0
2005,9,Idaho,0
2005,10,Idaho,0
2005,11,Idaho,0
2005,12,Idaho,0
2006,1,Idaho,0
2006,2,Idaho,0
2006,3,Idaho,1
2006,4,Idaho,0
2006,5,Idaho,0
2006,6,Idaho,0
2006,7,Idaho,2
2006,8,Idaho,0
2006,9,Idaho,0
2006,10,Idaho,1
2006,11,Idaho,0
2006,12,Idaho,1
2007,1,Idaho,2
2007,2,Idaho,1
2007,3,Idaho,0
2007,4,Idaho,1
2007,5,Idaho,0
2007,6,Idaho,1
2007,7,Idaho,0
2007,8,Idaho,0
2007,9,Idaho,0
2007,10,Idaho,1
2007,11,Idaho,0
2007,12,Idaho,1
2008,1,Idaho,0
2008,2,Idaho,0
2008,3,Idaho,1
2008,4,Idaho,0
2008,5,Idaho,0
2008,6,Idaho,1
2008,7,Idaho,0
2008,8,Idaho,0
2008,9,Idaho,2
2008,10,Idaho,1
2008,11,Idaho,0
2008,12,Idaho,0
2009,1,Idaho,0
2009,2,Idaho,2
2009,3,Idaho,0
2009,4,Idaho,1
2009,5,Idaho,1
2009,6,Idaho,0
2009,7,Idaho,0
2009,8,Idaho,0
2009,9,Idaho,0
2009,10,Idaho,0
2009,11,Idaho,0
2009,12,Idaho,2
2010,1,Idaho,1
2010,2,Idaho,0
2010,3,Idaho,0
2010,4,Idaho,0
2010,5,Idaho,0
2010,6,Idaho,0
2010,7,Idaho,0
2010,8,Idaho,0
2010,9,Idaho,1
2010,10,Idaho,1
2010,11,Idaho,0
2010,12,Idaho,0
2011,1,Idaho,0
2011,2,Idaho,0
2011,3,Idaho,0
2011,4,Idaho,0
2011,5,Idaho,1
2011,6,Idaho,0
2011,7,Idaho,1
2011,8,Idaho,0
2011,9,Idaho,0
2011,10,Idaho,1
2011,11,Idaho,0
2011,12,Idaho,0
2012,1,Idaho,0
2012,2,Idaho,0
2012,3,Idaho,0
2012,4,Idaho,2
2012,5,Idaho,2
2012,6,Idaho,1
2012,7,Idaho,0
2012,8,Idaho,1
2012,9,Idaho,0
2012,10,Idaho,0
2012,11,Idaho,1
2012,12,Idaho,0
2013,1,Idaho,0
2013,2,Idaho,0
2013,3,Idaho,0
2013,4,Idaho,1
2013,5,Idaho,1
2013,6,Idaho,0
2013,7,Idaho,0
2013,8,Idaho,2
2013,9,Idaho,2
2013,10,Idaho,1
2013,11,Idaho,1
2013,12,Idaho,0
2014,1,Idaho,2
2014,2,Idaho,0
2014,3,Idaho,0
2014,4,Idaho,0
2014,5,Idaho,0
2014,6,Idaho,1
2014,7,Idaho,0
2014,8,Idaho,1
2014,9,Idaho,0
2014,10,Idaho,0
2014,11,Idaho,0
2014,12,Idaho,0
2015,1,Idaho,1
2015,2,Idaho,0
2015,3,Idaho,1
2015,4,Idaho,0
2015,5,Idaho,0
2015,6,Idaho,0
2015,7,Idaho,0
2015,8,Idaho,0
2015,9,Idaho,1
2015,10,Idaho,1
2015,11,Idaho,0
2015,12,Idaho,1
2016,1,Idaho,1
2016,2,Idaho,0
2016,3,Idaho,1
2016,4,Idaho,0
2016,5,Idaho,0
2016,6,Idaho,0
2016,7,Idaho,0
2016,8,Idaho,2
2016,9,Idaho,0
2016,10,Idaho,1
2016,11,Idaho,1
2016,12,Idaho,0
2017,1,Idaho,0
2017,2,Idaho,2
2017,3,Idaho,0
2017,4,Idaho,0
2017,5,Idaho,0
2017,6,Idaho,0
2017,7,Idaho,0
2017,8,Idaho,0
2017,9,Idaho,1
2017,10,Idaho,0
2017,11,Idaho,0
2017,12,Idaho,1
2018,1,Idaho,0
2018,2,Idaho,0
2018,3,Idaho,0
2018,4,Idaho,1
2018,5,Idaho,0
2018,6,Idaho,0
2018,7,Idaho,0
2018,8,Idaho,1
2018,9,Idaho,1
2018,10,Idaho,0
2018,11,Idaho,2
2018,12,Idaho,0
2019,1,Idaho,0
2019,2,Idaho,1
2019,3,Idaho,0
2019,4,Idaho,0
2019,5,Idaho,1
2019,6,Idaho,0
2019,7,Idaho,0
2019,8,Idaho,1
2019,9,Idaho,0
2019,10,Idaho,2
2019,11,Idaho,0
2019,12,Idaho,0
2020,1,Idaho,0
2020,2,Idaho,0
2020,3,Idaho,0
2020,4,Idaho,0
2020,5,Idaho,1
2020,6,Idaho,0
2020,7,Idaho,0
2020,8,Idaho,0
2020,9,Idaho,0
2020,10,Idaho,0
2020,11,Idaho,2
2020,12,Idaho,2
1999,1,Illinois,4
1999,2,Illinois,0
1999,3,Illinois,1
1999,4,Illinois,1
1999,5,Illinois,3
1999,6,Illinois,1
1999,7,Illinois,3
1999,8,Illinois,1
1999,9,Illinois,1
1999,10,Illinois,2
1999,11,Illinois,5
1999,12,Illinois,0
2000,1,Illinois,0
2000,2,Illinois,2
2000,3,Illinois,0
2000,4,Illinois,0
2000,5,Illinois,0
2000,6,Illinois,1
2000,7,Illinois,2
2000,8,Illinois,1
2000,9,Illinois,0
2000,10,Illinois,1
2000,11,Illinois,3
2000,12,Illinois,2
2001,1,Illinois,2
2001,2,Illinois,0
2001,3,Illinois,2
2001,4,Illinois,1
2001,5,Illinois,0
2001,6,Illinois,2
2001,7,Illinois,2
2001,8,Illinois,3
2001,9,Illinois,2
2001,10,Illinois,1
2001,11,Illinois,3
2001,12,Illinois,2
2002,1,Illinois,2
2002,2,Illinois,0
2002,3,Illinois,2
2002,4,Illinois,0
2002,5,Illinois,3
2002,6,Illinois,1
2002,7,Illinois,1
2002,8,Illinois,0
2002,9,Illinois,3
2002,10,Illinois,2
2002,11,Illinois,2
2002,12,Illinois,1
2003,1,Illinois,2
2003,2,Illinois,1
2003,3,Illinois,1
2003,4,Illinois,4
2003,5,Illinois,2
2003,6,Illinois,1
2003,7,Illinois,2
2003,8,Illinois,1
2003,9,Illinois,1
2003,10,Illinois,1
2003,11,Illinois,0
2003,12,Illinois,7
2004,1,Illinois,1
2004,2,Illinois,0
2004,3,Illinois,1
2004,4,Illinois,3
2004,5,Illinois,0
2004,6,Illinois,1
2004,7,Illinois,2
2004,8,Illinois,4
2004,9,Illinois,0
2004,10,Illinois,1
2004,11,Illinois,3
2004,12,Illinois,2
2005,1,Illinois,3
2005,2,Illinois,5
2005,3,Illinois,1
2005,4,Illinois,1
2005,5,Illinois,4
2005,6,Illinois,1
2005,7,Illinois,1
2005,8,Illinois,1
2005,9,Illinois,1
2005,10,Illinois,0
2005,11,Illinois,2
2005,12,Illinois,1
2006,1,Illinois,3
2006,2,Illinois,2
2006,3,Illinois,2
2006,4,Illinois,2
2006,5,Illinois,1
2006,6,Illinois,2
2006,7,Illinois,1
2006,8,Illinois,2
2006,9,Illinois,2
2006,10,Illinois,3
2006,11,Illinois,3
2006,12,Illinois,1
2007,1,Illinois,4
2007,2,Illinois,1
2007,3,Illinois,3
2007,4,Illinois,3
2007,5,Illinois,2
2007,6,Illinois,2
2007,7,Illinois,0
2007,8,Illinois,2
2007,9,Illinois,1
2007,10,Illinois,0
2007,11,Illinois,0
2007,12,Illinois,3
2008,1,Illinois,1
2008,2,Illinois,2
2008,3,Illinois,1
2008,4,Illinois,1
2008,5,Illinois,2
2008,6,Illinois,0
2008,7,Illinois,3
2008,8,Illinois,2
2008,9,Illinois,1
2008,10,Illinois,3
2008,11,Illinois,1
2008,12,Illinois,1
2009,1,Illinois,0
2009,2,Illinois,0
2009,3,Illinois,1
2009,4,Illinois,1
2009,5,Illinois,1
2009,6,Illinois,0
2009,7,Illinois,3
2009,8,Illinois,2
2009,9,Illinois,1
2009,10,Illinois,1
2009,11,Illinois,4
2009,12,Illinois,0
2010,1,Illinois,3
2010,2,Illinois,0
2010,3,Illinois,3
2010,4,Illinois,0
2010,5,Illinois,1
2010,6,Illinois,0
2010,7,Illinois,2
2010,8,Illinois,3
2010,9,Illinois,1
2010,10,Illinois,2
2010,11,Illinois,3
2010,12,Illinois,4
2011,1,Illinois,1
2011,2,Illinois,1
2011,3,Illinois,1
2011,4,Illinois,3
2011,5,Illinois,2
2011,6,Illinois,0
2011,7,Illinois,3
2011,8,Illinois,1
2011,9,Illinois,2
2011,10,Illinois,0
2011,11,Illinois,3
2011,12,Illinois,3
2012,1,Illinois,2
2012,2,Illinois,0
2012,3,Illinois,0
2012,4,Illinois,0
2012,5,Illinois,2
2012,6,Illinois,0
2012,7,Illinois,5
2012,8,Illinois,2
2012,9,Illinois,2
2012,10,Illinois,2
2012,11,Illinois,0
2012,12,Illinois,2
2013,1,Illinois,1
2013,2,Illinois,0
2013,3,Illinois,2
2013,4,Illinois,3
2013,5,Illinois,0
2013,6,Illinois,1
2013,7,Illinois,4
2013,8,Illinois,3
2013,9,Illinois,1
2013,10,Illinois,3
2013,11,Illinois,0
2013,12,Illinois,0
2014,1,Illinois,1
2014,2,Illinois,0
2014,3,Illinois,1
2014,4,Illinois,0
2014,5,Illinois,1
2014,6,Illinois,0
2014,7,Illinois,1
2014,8,Illinois,0
2014,9,Illinois,1
2014,10,Illinois,0
2014,11,Illinois,3
2014,12,Illinois,1
2015,1,Illinois,0
2015,2,Illinois,2
2015,3,Illinois,1
2015,4,Illinois,0
2015,5,Illinois,2
2015,6,Illinois,0
2015,7,Illinois,0
2015,8,Illinois,1
2015,9,Illinois,3
2015,10,Illinois,2
2015,11,Illinois,2
2015,12,Illinois,2
2016,1,Illinois,0
2016,2,Illinois,1
2016,3,Illinois,0
2016,4,Illinois,0
2016,5,Illinois,5
2016,6,Illinois,0
2016,7,Illinois,1
2016,8,Illinois,2
2016,9,Illinois,0
2016,10,Illinois,1
2016,11,Illinois,0
2016,12,Illinois,1
2017,1,Illinois,2
2017,2,Illinois,1
2017,3,Illinois,3
2017,4,Illinois,1
2017,5,Illinois,0
2017,6,Illinois,0
2017,7,Illinois,1
2017,8,Illinois,0
2017,9,Illinois,1
2017,10,Illinois,0
2017,11,Illinois,1
2017,12,Illinois,1
2018,1,Illinois,0
2018,2,Illinois,1
2018,3,Illinois,0
2018,4,Illinois,1
2018,5,Illinois,1
2018,6,Illinois,0
2018,7,Illinois,0
2018,8,Illinois,1
2018,9,Illinois,2
2018,10,Illinois,1
2018,11,Illinois,2
2018,12,Illinois,0
2019,1,Illinois,2
2019,2,Illinois,0
2019,3,Illinois,0
2019,4,Illinois,2
2019,5,Illinois,2
2019,6,Illinois,0
2019,7,Illinois,3
2019,8,Illinois,1
2019,9,Illinois,1
2019,10,Illinois,2
2019,11,Illinois,0
2019,12,Illinois,3
2020,1,Illinois,1
2020,2,Illinois,0
2020,3,Illinois,0
2020,4,Illinois,0
2020,5,Illinois,4
2020,6,Illinois,2
2020,7,Illinois,1
2020,8,Illinois,0
2020,9,Illinois,2
2020,10,Illinois,1
2020,11,Illinois,0
2020,12,Illinois,0
1999,1,Indiana,1
1999,2,Indiana,2
1999,3,Indiana,3
1999,4,Indiana,0
1999,5,Indiana,4
1999,6,Indiana,1
1999,7,Indiana,4
1999,8,Indiana,0
1999,9,Indiana,3
1999,10,Indiana,1
1999,11,Indiana,2
1999,12,Indiana,2
2000,1,Indiana,3
2000,2,Indiana,2
2000,3,Indiana,1
2000,4,Indiana,1
2000,5,Indiana,2
2000,6,Indiana,4
2000,7,Indiana,2
2000,8,Indiana,1
2000,9,Indiana,1
2000,10,Indiana,2
2000,11,Indiana,3
2000,12,Indiana,1
2001,1,Indiana,3
2001,2,Indiana,2
2001,3,Indiana,0
2001,4,Indiana,2
2001,5,Indiana,4
2001,6,Indiana,0
2001,7,Indiana,3
2001,8,Indiana,1
2001,9,Indiana,1
2001,10,Indiana,2
2001,11,Indiana,3
2001,12,Indiana,0
2002,1,Indiana,3
2002,2,Indiana,2
2002,3,Indiana,2
2002,4,Indiana,1
2002,5,Indiana,4
2002,6,Indiana,1
2002,7,Indiana,0
2002,8,Indiana,0
2002,9,Indiana,2
2002,10,Indiana,1
2002,11,Indiana,5
2002,12,Indiana,3
2003,1,Indiana,2
2003,2,Indiana,1
2003,3,Indiana,3
2003,4,Indiana,1
2003,5,Indiana,2
2003,6,Indiana,3
2003,7,Indiana,3
2003,8,Indiana,0
2003,9,Indiana,0
2003,10,Indiana,0
2003,11,Indiana,1
2003,12,Indiana,0
2004,1,Indiana,2
2004,2,Indiana,1
2004,3,Indiana,0
2004,4,Indiana,1
2004,5,Indiana,3
2004,6,Indiana,2
2004,7,Indiana,2
2004,8,Indiana,1
2004,9,Indiana,1
2004,10,Indiana,0
2004,11,Indiana,1
2004,12,Indiana,0
2005,1,Indiana,1
2005,2,Indiana,2
2005,3,Indiana,0
2005,4,Indiana,0
2005,5,Indiana,1
2005,6,Indiana,1
2005,7,Indiana,0
2005,8,Indiana,1
2005,9,Indiana,1
2005,10,Indiana,2
2005,11,Indiana,4
2005,12,Indiana,0
2006,1,Indiana,3
2006,2,Indiana,0
2006,3,Indiana,4
2006,4,Indiana,1
2006,5,Indiana,0
2006,6,Indiana,1
2006,7,Indiana,1
2006,8,Indiana,3
2006,9,Indiana,1
2006,10,Indiana,0
2006,11,Indiana,3
2006,12,Indiana,3
2007,1,Indiana,1
2007,2,Indiana,3
2007,3,Indiana,2
2007,4,Indiana,3
2007,5,Indiana,1
2007,6,Indiana,0
2007,7,Indiana,1
2007,8,Indiana,0
2007,9,Indiana,0
2007,10,Indiana,1
2007,11,Indiana,2
2007,12,Indiana,1
2008,1,Indiana,4
2008,2,Indiana,2
2008,3,Indiana,1
2008,4,Indiana,1
2008,5,Indiana,1
2008,6,Indiana,1
2008,7,Indiana,3
2008,8,Indiana,1
2008,9,Indiana,1
2008,10,Indiana,1
2008,11,Indiana,3
2008,12,Indiana,2
2009,1,Indiana,0
2009,2,Indiana,6
2009,3,Indiana,1
2009,4,Indiana,2
2009,5,Indiana,1
2009,6,Indiana,1
2009,7,Indiana,1
2009,8,Indiana,3
2009,9,Indiana,2
2009,10,Indiana,4
2009,11,Indiana,1
2009,12,Indiana,0
2010,1,Indiana,0
2010,2,Indiana,2
2010,3,Indiana,1
2010,4,Indiana,1
2010,5,Indiana,2
2010,6,Indiana,2
2010,7,Indiana,5
2010,8,Indiana,2
2010,9,Indiana,0
2010,10,Indiana,2
2010,11,Indiana,1
2010,12,Indiana,0
2011,1,Indiana,1
2011,2,Indiana,2
2011,3,Indiana,0
2011,4,Indiana,2
2011,5,Indiana,0
2011,6,Indiana,2
2011,7,Indiana,2
2011,8,Indiana,1
2011,9,Indiana,1
2011,10,Indiana,1
2011,11,Indiana,2
2011,12,Indiana,0
2012,1,Indiana,0
2012,2,Indiana,0
2012,3,Indiana,1
2012,4,Indiana,1
2012,5,Indiana,1
2012,6,Indiana,2
2012,7,Indiana,3
2012,8,Indiana,1
2012,9,Indiana,1
2012,10,Indiana,1
2012,11,Indiana,0
2012,12,Indiana,3
2013,1,Indiana,1
2013,2,Indiana,0
2013,3,Indiana,3
2013,4,Indiana,0
2013,5,Indiana,1
2013,6,Indiana,1
2013,7,Indiana,1
2013,8,Indiana,2
2013,9,Indiana,2
2013,10,Indiana,2
2013,11,Indiana,1
2013,12,Indiana,1
2014,1,Indiana,1
2014,2,Indiana,1
2014,3,Indiana,1
2014,4,Indiana,1
2014,5,Indiana,2
2014,6,Indiana,1
2014,7,Indiana,2
2014,8,Indiana,0
2014,9,Indiana,0
2014,10,Indiana,1
2014,11,Indiana,1
2014,12,Indiana,4
2015,1,Indiana,0
2015,2,Indiana,0
2015,3,Indiana,1
2015,4,Indiana,3
2015,5,Indiana,4
2015,6,Indiana,0
2015,7,Indiana,0
2015,8,Indiana,1
2015,9,Indiana,0
2015,10,Indiana,2
2015,11,Indiana,2
2015,12,Indiana,1
2016,1,Indiana,3
2016,2,Indiana,3
2016,3,Indiana,1
2016,4,Indiana,4
2016,5,Indiana,1
2016,6,Indiana,0
2016,7,Indiana,1
2016,8,Indiana,0
2016,9,Indiana,1
2016,10,Indiana,2
2016,11,Indiana,1
2016,12,Indiana,3
2017,1,Indiana,1
2017,2,Indiana,0
2017,3,Indiana,1
2017,4,Indiana,1
2017,5,Indiana,2
2017,6,Indiana,2
2017,7,Indiana,0
2017,8,Indiana,0
2017,9,Indiana,1
2017,10,Indiana,1
2017,11,Indiana,2
2017,12,Indiana,2
2018,1,Indiana,2
2018,2,Indiana,0
2018,3,Indiana,1
2018,4,Indiana,2
2018,5,Indiana,1
2018,6,Indiana,0
2018,7,Indiana,2
2018,8,Indiana,0
2018,9,Indiana,0
2018,10,Indiana,2
2018,11,Indiana,0
2018,12,Indiana,0
2019,1,Indiana,0
2019,2,Indiana,3
2019,3,Indiana,0
2019,4,Indiana,2
2019,5,Indiana,2
2019,6,Indiana,2
2019,7,Indiana,0
2019,8,Indiana,1
2019,9,Indiana,1
2019,10,Indiana,3
2019,11,Indiana,0
2019,12,Indiana,1
2020,1,Indiana,1
2020,2,Indiana,1
2020,3,Indiana,5
2020,4,Indiana,2
2020,5,Indiana,1
2020,6,Indiana,4
2020,7,Indiana,0
2020,8,Indiana,2
2020,9,Indiana,0
2020,10,Indiana,3
2020,11,Indiana,2
2020,12,Indiana,5
1999,1,Iowa,0
1999,2,Iowa,2
1999,3,Iowa,0
1999,4,Iowa,0
1999,5,Iowa,0
1999,6,Iowa,0
1999,7,Iowa,1
1999,8,Iowa,0
1999,9,Iowa,1
1999,10,Iowa,1
1999,11,Iowa,1
1999,12,Iowa,0
2000,1,Iowa,1
2000,2,Iowa,2
2000,3,Iowa,0
2000,4,Iowa,0
2000,5,Iowa,1
2000,6,Iowa,1
2000,7,Iowa,0
2000,8,Iowa,0
2000,9,Iowa,0
2000,10,Iowa,0
2000,11,Iowa,0
2000,12,Iowa,1
2001,1,Iowa,2
2001,2,Iowa,0
2001,3,Iowa,0
2001,4,Iowa,1
2001,5,Iowa,1
2001,6,Iowa,0
2001,7,Iowa,0
2001,8,Iowa,1
2001,9,Iowa,0
2001,10,Iowa,1
2001,11,Iowa,0
2001,12,Iowa,0
2002,1,Iowa,2
2002,2,Iowa,0
2002,3,Iowa,1
2002,4,Iowa,0
2002,5,Iowa,0
2002,6,Iowa,1
2002,7,Iowa,0
2002,8,Iowa,0
2002,9,Iowa,0
2002,10,Iowa,1
2002,11,Iowa,1
2002,12,Iowa,1
2003,1,Iowa,1
2003,2,Iowa,0
2003,3,Iowa,0
2003,4,Iowa,0
2003,5,Iowa,0
2003,6,Iowa,1
2003,7,Iowa,0
2003,8,Iowa,0
2003,9,Iowa,0
2003,10,Iowa,0
2003,11,Iowa,1
2003,12,Iowa,0
2004,1,Iowa,0
2004,2,Iowa,1
2004,3,Iowa,0
2004,4,Iowa,0
2004,5,Iowa,0
2004,6,Iowa,0
2004,7,Iowa,0
2004,8,Iowa,1
2004,9,Iowa,0
2004,10,Iowa,0
2004,11,Iowa,0
2004,12,Iowa,1
2005,1,Iowa,0
2005,2,Iowa,0
2005,3,Iowa,0
2005,4,Iowa,0
2005,5,Iowa,0
2005,6,Iowa,0
2005,7,Iowa,0
2005,8,Iowa,1
2005,9,Iowa,0
2005,10,Iowa,1
2005,11,Iowa,0
2005,12,Iowa,3
2006,1,Iowa,1
2006,2,Iowa,2
